342,Light Thief Orc, Invert, Paladin, Gauntlet, Death Assassin Cyclops, Magi, Aura Thief Cyclops, Warlock, Lightning, Dark Shrink, Potent Lunar Infuriate, Staff, Frozen Fighter Hydra, Dark King Goblin, Ghoul, Dark Merchant Kraken, Warlock, Earth Grand Wizard of the Shadows, Warlock, Berserker, Crown, Ghoul, Magi, Death Thief Cyclops, Wolf, Paladin, Potion, Spider, Eagle, Invisibility, Cataclysmic Firebreath, Alacrity, Magi, Blight, Gloom Pandemonium, Berserker, Ardent Dark Potion, Magi, Earth Fighter Hydra, Eagle, Death Chaos Demon of the Dead, Irate Life Invisibility, Spider, Aura King Orc, Spider]
343,Fairy, Flight, Warlock, Death Undead Phoenix of the Dead, Haste, Warlock, Dark Undead Kraken, Aura Grand Demon of the Light, Shade, Light King Hydra, Skin-Walker, Agony, Firebreath, Dark Undead Kraken, Frozen Rogue Cyclops, Ring, Dark Lord Goblin, Victory Maelstrom, Berserker, Death Thief Hydra, Infuriate, Spider, Light Assassin Kraken, Frozen Priest Elf of the Plains, Strength, Warlock, Dark Warrior Ogre of the Magical Forest, Earth Grand Wizard of the Shadows, Shield, Troll, Haste, Empyrean Necro Tempest, Light Merchant Griffin, Spider, Dire Sorrow Helm, Cataclysmic Rage, Gauntlet, Necro Agony, Light Assassin Griffin, Ghoul, Warlock, Agony, Gloves, Berserker, Gravitation]
2918,Eagle, Firebreath, Zealous Corpse Deathgrip, Mighty Cataclysmic Bow, Dark Queen Oni of the Frozen Castle, Light Time Dragon of the Sky, Skin-Walker, Skin-Walker, Ghoul, Cataclysmic Wall, Light King Ogre of the Frozen Castle, Earth Nameless Phoenix of the Shadows, Lethargy, Warlock, Irate Cataclysmic Helmet, Ghoul, Deathgrip, Potent Corpse Strength, Snow Queen Goblin, Grim Shade, Age, Frozen Warrior Dwarf of the Golden Palace, Lethargy, Invert, Aura Chaos Demon of the Light, Greaves, Frozen Warrior Kraken, Oblivion Invert, Warlock, Paladin, Spider, Frozen Undead Griffin, Strength, Sorrow, Shield, Troll, Ghoul, Aura Time Dragon of the Light, Light Fighter Ogre of the Frozen Castle, Eagle, Nimble Scythe, Lunar Ghost Wand, Wolf, Empyrean Cataclysmic Firebreath, Troll]
3996,Necro Burn, Berserker, Ardent Victory Freeze, Spider, Light Priest Cyclops, Aura Chaos Wizard of the Light, Death Thief Oni of the Eternal Land, Sorrow Vortex, Lethargy, Hateful Rage, Troll, Earth Merchant Orc, Skin-Walker, Sigil, Miracle Fury, Eagle, Frozen Warrior Orc, Boots, Spider, Death Warrior Orc, Warlock, Invisibility, Death Thief Elf of the Haven, Troll, Lightning, Grim Drain, Ghoul, Boots, Instant Corpse Strength, Frozen Knight Kraken, Eagle, Earth Thief Goblin, Aura Monk Cyclops, Frozen Grand Demon of the Void, Paladin, Wolf, Miracle Shield, Aura Warrior Cyclops, Fire, Fairy, Chimeric Sorrow, Lunar Freeze, Paladin, Burst, Wolf]
3995,Ghoul, Ardent Hateful Lethargy, Ice, Skin-Walker, Paladin, Instant Solar Strength, Fairy, Shade, Light Ancient Wizard of the Sky, Death Time Phoenix of the Dead, Wolf, Snow Thief Giant of the Black Stone, Light Merchant Dwarf of the Haven, Earth Queen Giant of the Mountains, Wolf, Fireball, Invisibility, Nimble Divine Robe, Fairy, Magi, Magi, Troll, Paladin, Irate Hateful Deathgrip, Ghoul, Invert, Magi, Tempest, Strength, Drain, Berserker, Instant Corpse Strength, Dark Merchant Giant of the Low Hills, Age, Scythe, Skin-Walker, Dire Oblivion Stricken, Eagle, Skin-Walker, Solar Strength, Boots, Strength, Troll, Aura Lord Oni of the Eastern Skies, Ghoul]
3994,Berserker, Mighty Oblivion Invert, Snow Lord Orc, Death Grand Wizard of the Dead, Skin-Walker, Berserker, Frozen Queen Cyclops, Firebreath, Skin-Walker, Lightning, Magi, Shield, Light Monk Orc, Paladin, Alacrity, Light Nameless Dragon of the Sky, Berserker, Blight, Firebreath, Fairy, Blight, Irate Gloom Assault, Chimeric Shrink, Magi, Strength, Chimeric Lightning, Aura Thief Orc, Dark Knight Oni of the Low Hills, Assault, Fury, Drain, Light Knight Griffin, Aura Merchant Giant of the Swamp, Gale, Ghoul, Spider, Light Assassin Orc, Berserker, Frost, Reanimate, Lunar Freeze, Shield, Life Shade, Urgent Grim Vortex, Ghoul]
348,Lethargy, Ardent Corpse Frost, Spider, Spider, Eagle, Strength, Skin-Walker, Aura Priest Dwarf of the Golden Palace, Fairy, Firebreath, Fire, Gale, Magi, Spider, Miracle Fireball, Bracers, Flight, Instant Shimmering Strength, Eagle, Ghoul, Shield, Sigil, Frenzy, Dark Maelstrom, Ghoul, Fairy, Maelstrom, Cataclysmic Frost, Firebreath, Troll, Gloom Cloak, Light Knight Ogre of the Black Stone, Mighty Nimble Bow, Deathgrip, Clever Solar Lightning, Dark Fighter Giant of the Low Hills, Skin-Walker, Ice, Sigil, Alacrity, Aura Queen Goblin, Fairy, Amulet, Ardent Necro Lethargy, Invert]
349,Corpse Deathgrip, Shield, Lightning, Clever Solar Lethargy, Tome, Berserker, Frozen Fighter Goblin, Spider, Earth Priest Cyclops, Ardent Apocalypse Haste, Zealous Miracle Vortex, Light Thief Dwarf of the Golden Palace, Solar Invisibility, Ardent Nature Tempest, Ghost Wand, Eagle, Alacrity, Greaves, Shimmering Ghost Wand, Wolf, Fairy, Flight, Skin-Walker, Shade, Eagle, Infuriate, Warlock, Eagle, Troll, Firebreath, Berserker, Lethargy, Gale, Frozen Knight Kraken, Grim Shade, Gravitation, Snow Monk Cyclops, Dark Rage, Death Monk Dwarf of the Polar Woods, Divine Robe, Necro Deathgrip, Fairy, Infuriate, Gale, Snow Time Phoenix of Hate]
3991,Aura Ancient Demon of the Light, Light Grand Demon of the Sky, Earth Knight Ogre of the Low Hills, Spider, Assault, Forged Heal, Spider, Troll, Lethargy, Nimble Burn, Ghoul, Agony, Troll, Eagle, Gauntlet, Drain, Miracle Shrink, Troll, Troll, Wolf, Frozen Thief Oni of the Eastern Skies, Ardent Nature Lethargy, Paladin, Berserker, Aura Assassin Ogre of the Border, Paladin, Gale, Wolf, Helmet, Earth Lord Kraken, Flight, Burn, Strength, Eagle, Fairy, Alacrity, Wall, Scepter, Light King Goblin, Cloak, Warlock, Crown, Ghoul, Urgent Cataclysmic Greaves, Invert]
3990,Paladin, Earth Ancient Wizard of the Shadows, Cataclysmic Burn, Earth Warrior Orc, Sorrow Fireball, Paladin, Berserker, Frost, Snow Lord Cyclops, Dire Cataclysmic Firebreath, Sorrow Firebreath, Magi, Skin-Walker, Snow Assassin Elf of the Haven, Chimeric Fireball, Paladin, Hypnosis, Miracle Rage, Frozen Grand Wizard of the Void, Spider, Hateful Ghost Wand, Frozen Rogue Ogre of the Black Stone, Heal, Ghoul, Mighty Necro Agony, Ring, Eagle, Death King Hydra, Age, Eagle, Alacrity, Instant Hateful Assault, Miracle Gravitation, Lethargy, Fairy, Irate Miracle Alacrity, Fairy, Earth Assassin Kraken, Earth Queen Hydra, Potent Corpse Strength, Miracle Torment, Dark Thief Ogre of the Mountains, Nimble Haste, Dark Undead Phoenix of Illusion, Light Fighter Elf of the Arctic Blizzards]
3530,Death Priest Hydra, Earth Thief Ogre of the Eternal Land, Aura Grand Wizard of the Light, Wolf, Cloak, Haste, Fire, Magi, Warlock, Aura Warrior Giant of the Arctic Blizzards, Grim Blight, Ice, Warlock, Crown, Sorrow, Ghoul, Warlock, Paladin, Haste, Hypnosis, Forged Tome, Stricken, Dark Fighter Cyclops, Death Thief Giant of the Polar Woods, Warlock, Bow, Wolf, Corpse Vortex, Aura Knight Kraken, Gravitation, Shimmering Strength, Berserker, Snow Assassin Griffin, Spider, Mighty Life Heal, Dark King Dwarf of the Border, Ice, Snow Knight Goblin, Light Fighter Kraken, Clever Apocalypse Pandemonium, Magi, Irate Miracle Alacrity, Eagle, Ardent Nature Gauntlet, Hypnosis]
3002,Revive, Victory Gravitation, Boots, Hypnosis, Age, Berserker, Gloom Burn, Haste, Haste, Clever Life Freeze, Berserker, Alacrity, Scythe, Lightning, Wolf, Instant Forged Strength, Gravitation, Light Fighter Hydra, Corpse Lethargy, Earth Priest Ogre of the Golden Palace, Eagle, Ghoul, Eagle, Berserker, Heal, Divine Robe, Rage, Death Priest Kraken, Zealous Hateful Heal, Eagle, Blight, Greaves, Potion, Reanimate, Staff, Ghoul, Magi, Paladin, Ardent Life Frenzy, Berserker, Flight, Magi, Warlock, Chimeric Firebreath, Berserker]
2919,Skin-Walker, Lethargy, Bow, Death Monk Dwarf of the Black Stone, Corpse Ice, Shrink, Snow Grand Wizard of Hate, Aura Rogue Kraken, Gauntlet, Wolf, Dark Warrior Griffin, Skin-Walker, Empyrean Lunar Frenzy, Haste, Firebreath, Strength, Sword, Cataclysmic Ghost Wand, Reanimate, Urgent Victory Amulet, Berserker, Frozen Warrior Orc, Wolf, Staff, Paladin, Paladin, Deathgrip, Irate Necro Deathgrip, Paladin, Paladin, Burn, Ghost Wand, Warlock, Torment, Amulet, Frost, Troll, Fire, Ghoul, Dark King Elf of the Bright Mountains, Frenzy, Corpse Ring, Frozen Undead Kraken, Frozen Ancient Demon of the Void, Death Priest Kraken]
1653,Clever Nimble Haste, Burn, Oblivion Crown, Fairy, Zealous Corpse Deathgrip, Stun, Firebreath, Troll, Spider, Dark Thief Orc, Dark Merchant Goblin, Berserker, Wolf, Skin-Walker, Aura Rogue Goblin, Snow Merchant Kraken, Fairy, Skin-Walker, Shade, Paladin, Frozen Knight Kraken, Victory Shade, Skin-Walker, Corpse Strength, Grim Drain, Warlock, Strength, Spider, Skin-Walker, Frozen Priest Griffin, Snow Undead Griffin, Alacrity, Death Nameless Dragon of the Dead, Burn, Invisibility, Crown, Burn, Aura Assassin Orc, Ardent Chimeric Vortex, Wolf, Death Grand Wizard of the Dead, Skin-Walker, Sorrow Firebreath, Earth Undead Hydra, Fire]
3556,Aura Lord Goblin, Aura Merchant Goblin, Aura Priest Goblin, Apocalypse Freeze, Gale, Stun, Revive, Magi, Death Lord Orc, Ghoul, Wolf, Paladin, Magi, Cataclysmic Shield, Burn, Dark Monk Orc, Wolf, Skin-Walker, Warlock, Eagle, Potent Victory Drain, Snow Assassin Cyclops, Dark Merchant Cyclops, Spider, Wolf, Tempest, Paladin, Warlock, Apocalypse Tempest, Aura King Hydra, Reanimate, Skin-Walker, Fairy, Spider, Bow, Empyrean Hateful Age, Eagle, Spider, Shade, Fairy, Divine Robe, Aura Warrior Goblin, Ghoul, Ghost Wand, Spider]
2318,Hypnosis, Fairy, Sword, Chimeric Burn, Aura King Dwarf of the Golden Palace, Drain, Mighty Chimeric Lightning, Scepter, Amulet, Spider, Tempest, Solar Strength, Eagle, Shield, Miracle Shrink, Warlock, Drain, Lunar Maelstrom, Mighty Solar Agony, Dire Victory Shade, Skin-Walker, Strength, Skin-Walker, Skin-Walker, Necro Sigil, Corpse Strength, Warlock, Death Thief Cyclops, Eagle, Snow Monk Goblin, Vortex, Magi, Sorrow Firebreath, Death Queen Griffin, Forged Deathgrip, Magi, Stricken, Aura Merchant Cyclops, Troll, Wolf, Frozen Merchant Hydra, Nimble Greaves, Snow Lord Cyclops, Light Lord Griffin, Frozen King Griffin]
2319,Cloak, Irate Life Helmet, Earth Undead Orc, Age, Troll, Stricken, Agony, Light Queen Griffin, Lethargy, Gloom Burn, Earth Monk Elf of the Eternal Land, Frenzy, Snow Thief Orc, Light Fighter Orc, Death Lord Elf of the Golden Palace, Revive, Light Fighter Kraken, Nimble Assault, Strength, Gale, Instant Apocalypse Invisibility, Eagle, Irate Apocalypse Blight, Paladin, Alacrity, Infuriate, Agony, Cloak, Earth Warrior Cyclops, Assault, Dark Burst, Magi, Skin-Walker, Skin-Walker, Eagle, Wolf, Berserker, Zealous Life Blight, Ghoul, Potent Dark Shrink, Zealous Life Blight, Hypnosis, Flight, Dark Torment, Clever Corpse Potion]
2316,Vortex, Strength, Stricken, Frozen Knight Cyclops, Paladin, Frozen Assassin Ogre of the Swamp, Spider, Warlock, Wolf, Warlock, Warlock, Lethargy, Clever Nimble Stun, Magi, Death Time Phoenix of the Dead, Spider, Belt, Warlock, Firebreath, Torment, Lightning, Crown, Aura Knight Cyclops, Forged Freeze, Aura Assassin Cyclops, Berserker, Skin-Walker, Fury, Troll, Snow Priest Kraken, Light Thief Giant of the Golden Palace, Firebreath, Life Drain, Amulet, Life Stun, Vortex, Fairy, Paladin, Chimeric Shield, Scepter, Gloom Alacrity, Deathgrip, Empyrean Oblivion Fire, Earth Assassin Hydra, Blight]
2317,Shield, Magi, Troll, Potent Cataclysmic Shrink, Dark Ring, Drain, Aura King Kraken, Cloak, Berserker, Life Drain, Fury, Strength, Zealous Solar Fury, Mighty Cataclysmic Greaves, Spider, Magi, Freeze, Frozen Chaos Wizard of the Void, Helm, Wall, Irate Grim Blight, Paladin, Light Grand Demon of the Sky, Clever Apocalypse Vortex, Frenzy, Urgent Grim Invert, Frozen Assassin Hydra, Skin-Walker, Light Undead Phoenix of the Sky, Fairy, Snow Fighter Cyclops, Earth Fighter Hydra, Gale, Shield, Warlock, Death Merchant Goblin, Dark Queen Ogre of the Polar Woods, Assault, Revive, Invisibility, Miracle Crown, Troll, Spider, Eagle, Dark Undead Orc]
2314,Troll, Skin-Walker, Revive, Dire Necro Age, Skin-Walker, Spider, Light Assassin Goblin, Skin-Walker, Eagle, Aura Priest Orc, Berserker, Frigid Shade, Spider, Lightning, Frozen Thief Cyclops, Spider, Instant Solar Strength, Frenzy, Wolf, Aura Undead Hydra, Haste, Eagle, Ghoul, Urgent Forged Agony, Fairy, Warlock, Lethargy, Ardent Oblivion Haste, Cataclysmic Shield, Tempest, Spider, Divine Robe, Torment, Life Bracers, Reanimate, Death Assassin Ogre of the Low Hills, Magi, Spider, Magi, Empyrean Miracle Belt, Empyrean Necro Belt, Haste, Lightning, Berserker, Warlock]
2315,Warlock, Eagle, Warlock, Haste, Shimmering Sigil, Ghoul, Dark Amulet, Flight, Lethargy, Snow King Giant of the Bright Mountains, Skin-Walker, Ghoul, Necro Age, Scythe, Eagle, Paladin, Warlock, Frozen Warrior Kraken, Fairy, Dark Lord Goblin, Paladin, Aura Merchant Kraken, Alacrity, Invert, Death Priest Griffin, Firebreath, Aura Undead Kraken, Wolf, Aura Ancient Wizard of the Light, Warlock, Ring, Hateful Agony, Death Rogue Dwarf of the Frozen Castle, Light Rogue Kraken, Aura Knight Goblin, Berserker, Invert, Death Queen Hydra, Grim Invert, Aura Warrior Cyclops, Nimble Haste, Ghoul, Flight, Rage, Bow]
2312,Eagle, Earth King Giant of the Eastern Skies, Snow Chaos Wizard of Hate, Irate Chimeric Alacrity, Magi, Corpse Wall, Gauntlet, Empyrean Hateful Tempest, Aura Warrior Dwarf of the Golden Palace, Solar Strength, Miracle Infuriate, Urgent Victory Ghost Wand, Fireball, Dark Queen Hydra, Earth Time Dragon of the Shadows, Frozen Knight Goblin, Aura King Kraken, Paladin, Fairy, Hateful Vortex, Forged Reanimate, Urgent Oblivion Ice, Assault, Revive, Necro Deathgrip, Ghoul, Troll, Earth Chaos Demon of the Shadows, Troll, Snow Priest Goblin, Dire Necro Age, Zealous Corpse Bracers, Gloom Pendant, Tempest, Spider, Firebreath, Solar Heal, Earth Merchant Kraken, Dark Nameless Dragon of Illusion, Troll, Snow Warrior Orc, Zealous Solar Hypnosis, Ghoul, Frenzy, Instant Life Pandemonium]
2313,Nature Tempest, Empyrean Nature Helm, Lethargy, Burst, Flight, Dark Monk Elf of the Arctic Blizzards, Warlock, Strength, Alacrity, Wolf, Dark Merchant Cyclops, Snow Lord Orc, Aura Priest Orc, Fury, Hypnosis, Dark Warrior Ogre of the Plains, Snow Assassin Goblin, Forged Agony, Sorrow, Earth Queen Orc, Skin-Walker, Sorrow, Irate Corpse Deathgrip, Shrink, Fury, Troll, Spider, Ghost Wand, Troll, Skin-Walker, Paladin, Mighty Oblivion Revive, Oblivion Haste, Blight, Wolf, Ice, Snow Priest Griffin, Aura Priest Elf of the Plains, Maelstrom, Ice, Spider, Ring, Death Thief Elf of the Eternal Land, Miracle Shrink, Death Warrior Ogre of the Arctic Blizzards]
2310,Fairy, Empyrean Dark Ice, Zealous Shimmering Assault, Clever Forged Lethargy, Stricken, Clever Life Potion, Pendant, Magi, Greaves, Nature Gale, Agony, Lethargy, Skin-Walker, Agony, Gale, Miracle Burn, Invert, Nature Helm, Life Gravitation, Earth Time Dragon of the Shadows, Fairy, Fireball, Ghoul, Age, Corpse Agony, Snow Warrior Hydra, Death Priest Ogre of the Golden Palace, Frozen Thief Griffin, Spider, Alacrity, Victory Gloves, Dire Frigid Shade, Magi, Hateful Burst, Tempest, Paladin, Crown, Firebreath, Paladin, Troll, Light Undead Hydra, Berserker, Death Assassin Ogre of the Eastern Skies, Dark Lord Cyclops, Flight]
2311,Deathgrip, Sorrow, Potion, Gloom Fury, Grim Greaves, Alacrity, Snow Priest Goblin, Nature Stricken, Heal, Spider, Snow Rogue Griffin, Flight, Death Thief Goblin, Irate Solar Deathgrip, Nimble Scythe, Death Merchant Kraken, Light Knight Ogre of the Plains, Gloom Flight, Berserker, Paladin, Dark Thief Elf of the Low Hills, Solar Burn, Warlock, Burst, Clever Dark Shield, Ring, Grim Haste, Ghoul, Light Warrior Dwarf of the Eastern Skies, Sorrow Sigil, Tempest, Fairy, Eagle, Grim Pandemonium, Flight, Aura King Kraken, Dark Thief Orc, Fireball, Death Knight Cyclops, Light Merchant Kraken, Dark Thief Kraken, Eagle, Aura Merchant Goblin, Miracle Flight, Reanimate]
298,Agony, Wolf, Empyrean Solar Age, Oblivion Ice, Light King Orc, Frenzy, Deathgrip, Earth Knight Goblin, Death Chaos Wizard of the Dead, Lethargy, Rage, Frozen Grand Demon of the Void, Invisibility, Magi, Tempest, Spider, Ghost Wand, Berserker, Necro Tempest, Troll, Light Priest Giant of the Low Hills, Snow Thief Hydra, Fury, Flight, Berserker, Strength, Troll, Death Rogue Cyclops, Forged Lethargy, Drain, Earth Assassin Elf of the Bright Mountains, Hypnosis, Earth Rogue Orc, Warlock, Frozen Warrior Orc, Snow Thief Kraken, Zealous Miracle Alacrity, Snow Priest Oni of the Haven, Skin-Walker, Magi, Frozen Rogue Giant of the Plains, Ghoul, Ghoul, Paladin, Aura Queen Hydra]
299,Clever Oblivion Haste, Tempest, Empyrean Hateful Age, Paladin, Bracers, Berserker, Frozen King Goblin, Frozen Undead Griffin, Berserker, Dark Queen Elf of the West, Shrink, Troll, Amulet, Paladin, Nimble Blight, Eagle, Death Rogue Kraken, Agony, Urgent Miracle Burst, Skin-Walker, Potent Apocalypse Drain, Aura Lord Giant of the West, Fire, Deathgrip, Wolf, Aura Warrior Hydra, Age, Frigid Scepter, Strength, Fire, Skin-Walker, Magi, Flight, Dark Stun, Berserker, Shade, Frozen Ancient Demon of the Void, Chimeric Scepter, Stun, Hateful Agony, Wolf, Warlock, Magi, Shield, Earth Merchant Kraken]
296,Eagle, Nature Agony, Shimmering Lethargy, Clever Grim Haste, Scythe, Ghoul, Snow Undead Hydra, Hypnosis, Spider, Wolf, Fairy, Light Fighter Dwarf of the Magical Forest, Infuriate, Warlock, Gravitation, Spider, Helm, Death Warrior Kraken, Stun, Gloom Hypnosis, Life Ring, Troll, Magi, Paladin, Aura Monk Hydra, Invisibility, Warlock, Ice, Age, Berserker, Firebreath, Shield, Solar Deathgrip, Zealous Miracle Alacrity, Nature Torment, Aura Undead Giant of the Magical Forest, Shade, Fury, Fury, Burn, Wolf, Dark Alacrity, Death Priest Elf of the Mountains, Skin-Walker, Sword]
297,Fairy, Aura Lord Kraken, Troll, Miracle Shrink, Fire, Dark Grand Wizard of Illusion, Earth Queen Ogre of the Bright Mountains, Frozen Assassin Hydra, Tempest, Flight, Skin-Walker, Skin-Walker, Berserker, Strength, Troll, Skin-Walker, Eagle, Wolf, Death Lord Cyclops, Death Merchant Cyclops, Burn, Frozen Priest Cyclops, Agony, Lethargy, Lethargy, Instant Frigid Ring, Empyrean Sorrow Firebreath, Fairy, Chimeric Firebreath, Assault, Frozen Lord Cyclops, Clever Grim Haste, Ardent Nimble Haste, Death Thief Orc, Berserker, Mighty Sorrow Flight, Warlock, Reanimate, Life Blight, Earth Lord Goblin, Spider, Eagle, Troll, Earth Lord Hydra, Skin-Walker]
294,Light Thief Kraken, Frigid Heal, Warlock, Fireball, Spider, Frenzy, Warlock, Lightning, Light Time Dragon of the Sky, Berserker, Irate Frigid Frost, Frozen Lord Griffin, Ice, Snow Undead Orc, Frozen Merchant Kraken, Ardent Forged Boots, Bracers, Earth Chaos Demon of the Shadows, Paladin, Tempest, Necro Burn, Shimmering Agony, Dark Time Phoenix of Illusion, Wolf, Dark Warrior Oni of the Arctic Blizzards, Frenzy, Light Priest Hydra, Rage, Light Assassin Orc, Earth King Orc, Eagle, Sorrow, Freeze, Aura Merchant Goblin, Helmet, Dark Lord Kraken, Deathgrip, Eagle, Spider, Ardent Chimeric Shield, Gloves, Warlock, Instant Lunar Sorrow, Ring, Troll]
